1747588449.3653405,0.69,161.61
1747588449.368079,0.03,-0.01,-0.01,0.05,0.05,-0.08,-12.45,-69.98,161.59
1747588449.3713915,0.03,-0.0,-0.0,0.11,-0.01,-0.01,-0.19,-0.01,0.04,-12.03,-70.69,161.61
1747588449.3739939,0.03,-0.01,-0.01,0.05,0.05,-0.08,-12.45,-69.98,161.59
1747588450.3751655,0.03,-0.0,-0.0,0.11,-0.01
1747588466.6843233,0.03,-0.0,-0.01,0.1,-0.14,0.01,0.0,0.0,0.0
1747588466.7447488,0.03,-0.01,-0.01,0.04,-0.07,-0.05,-0.02,-0.14,0.31
1747588466.8064258,0.03,-0.01,-0.0,-0.03,-0.07,-0.11,-0.06,-0.44,0.93
1747588466.864163,0.03,-0.0,-0.01,-0.03,-0.07,0.26,-0.1,-0.88,1.89
1747588466.9165082,0.03,-0.0,-0.01,0.1,0.23,-0.17,-0.15,-1.43,3.16
1747588466.9786577,0.03,-0.01,-0.0,-0.03,0.11,0.01,-0.33,-2.14,4.77
1747588467.0353808,0.03,-0.01,-0.01,0.04,-0.07,-0.11,-0.49,-3.0,6.75
1747588467.093211,0.03,-0.0,-0.01,0.16,0.11,-0.05,-0.61,-4.09,9.13
1747588467.150821,0.03,-0.0,-0.0,0.16,0.05,-0.05,-0.65,-5.55,11.93
1747588467.2120705,0.03,-0.01,-0.01,0.04,-0.07,-0.11,-0.86,-7.07,15.16
1747588467.2696183,0.03,-0.01,-0.01,0.04,-0.01,0.01,-1.15,-8.6,18.86
1747588467.326468,0.03,-0.01,-0.01,-0.09,0.11,-0.17,-1.49,-10.47,23.02
1747588467.3877847,0.03,-0.0,-0.01,-0.21,0.05,-0.05,-1.53,-12.78,27.66
1747588467.4457664,0.03,-0.01,-0.01,-0.21,-0.26,-0.11,-1.93,-15.15,32.78
1747588467.502151,0.09,-0.1,-0.02,2.84,2.12,-25.56,-3.55,-16.31,36.92
1747588467.563982,-0.0,0.05,-0.01,-0.45,-1.05,-7.98,-0.31,-16.11,42.54
1747588467.6170437,0.04,0.01,-0.05,-5.21,6.82,-1.39,-0.27,-17.16,48.95
1747588467.674321,-0.02,0.04,-0.06,-3.44,6.7,0.38,1.24,-15.76,55.81
1747588467.7361834,0.06,-0.0,-0.1,-0.33,21.17,-0.47,1.15,-15.64,63.0
1747588467.7973747,0.02,-0.07,-0.04,29.33,25.19,-20.98,-0.25,-14.7,69.26
1747588467.855742,-0.02,0.03,-0.1,-6.74,-21.19,-14.09,0.4,-14.81,76.11
1747588467.912366,0.0,-0.04,-0.09,-2.16,3.59,-12.62,-1.22,-14.2,83.24
1747588467.9686956,0.05,-0.04,-0.02,-1.92,-9.23,-9.45,-3.51,-17.34,90.61
1747588468.0267916,0.06,-0.01,0.01,-11.38,-8.62,-7.55,-4.84,-22.33,98.05
1747588468.0922213,0.03,-0.04,-0.01,-14.49,-19.06,-15.31,-8.98,-25.22,105.01
1747588468.149997,-0.22,0.05,-0.03,0.16,-18.93,-16.59,-7.67,-19.32,111.52
1747588468.2116003,-2.5,1.07,-0.43,-20.29,18.48,-0.96,-6.65,-12.1,118.74
1747588468.2690916,0.75,-0.18,-0.73,-15.96,117.17,90.77,-7.86,-8.5,130.57
1747588468.3304412,1.29,-0.74,0.93,-50.81,26.11,77.71,-12.1,-10.48,140.92
1747588468.3881488,0.64,-0.1,0.44,-13.09,6.58,41.76,-12.59,-14.13,148.7
1747588468.4451585,-0.01,0.0,-0.17,-3.08,7.56,-7.31,-11.78,-12.64,153.18
1747588468.5059981,-0.09,-0.09,-0.05,10.72,18.24,-2.55,-13.81,-7.24,157.58
1747588468.5593128,-0.03,-0.19,-0.02,1.26,8.41,-0.29,-19.85,-5.66,161.79
1747588468.621068,-0.19,-0.16,-0.08,-5.4,12.38,-10.48,-22.26,-0.53,165.11
1747588468.678606,-0.16,-0.1,0.03,-1.31,6.7,-4.93,-23.64,5.12,168.46
1747588468.7358038,-0.11,-0.13,-0.03,4.43,3.4,-4.69,-26.36,8.65,171.38
1747588468.7888293,-0.05,-0.14,0.06,6.63,-1.6,-5.48,-29.91,9.78,173.89
1747588468.849579,-0.1,-0.12,-0.02,9.5,-5.02,-2.12,-31.97,12.75,176.4
1747588468.907115,-0.15,-0.08,-0.02,6.75,-10.82,2.46,-32.11,17.24,178.88
1747588468.964952,-0.17,-0.09,-0.08,1.07,-0.99,10.63,-32.25,21.35,181.48
1747588469.0213568,-0.14,-0.08,-0.01,1.01,-4.29,15.94,-32.73,25.67,183.97
1747588469.0828462,-0.09,-0.09,-0.03,-3.99,-1.42,16.74,-34.79,28.3,186.09
1747588469.14037,-0.12,-0.1,-0.03,-1.73,4.69,20.34,-36.11,31.53,188.12
1747588469.202866,-0.21,-0.03,-0.11,-3.38,14.33,25.83,-34.4,36.37,190.19
1747588469.2597513,0.11,-0.03,0.02,-12.97,10.12,47.74,-33.9,27.61,192.88
1747588469.3174033,1.68,-0.58,0.33,13.89,38.13,26.26,-32.33,21.1,194.11
1747588469.3743362,0.85,0.2,-0.13,-65.09,3.1,-142.38,-31.88,12.4,186.21
1747588469.43658,-1.25,0.63,-0.2,-20.53,-61.6,-131.58,-27.65,14.07,179.54
1747588469.497247,-1.38,0.34,-0.21,22.98,-61.11,-34.59,-22.55,16.91,178.84
1747588469.5551472,-0.23,-0.21,0.14,4.61,-11.06,-6.88,-23.88,19.25,179.61
1747588469.6166859,-0.11,-0.13,0.07,-1.12,-10.76,-11.64,-26.0,21.07,179.96
1747588469.6731164,-0.11,-0.12,-0.02,11.27,1.27,2.76,-27.61,23.9,180.84
1747588469.7311618,-0.01,-0.22,-0.03,1.07,5.3,5.87,-33.05,22.78,181.69
1747588469.788818,-0.09,-0.08,-0.12,-1.98,-0.81,5.57,-33.18,24.2,182.2
1747588469.8453157,-0.04,-0.11,-0.0,-5.34,7.56,3.55,-37.59,24.75,182.46
1747588469.903001,0.03,-0.14,0.1,-5.27,2.92,2.82,-40.03,22.17,182.66
1747588469.955758,-0.03,-0.08,0.08,3.64,1.7,-1.94,-40.97,22.08,182.53
1747588470.0139546,-0.09,-0.09,0.03,11.02,4.02,-1.51,-41.4,24.68,182.32
1747588470.070903,-0.15,-0.07,-0.05,6.26,1.88,4.9,-40.11,28.75,182.38
1747588470.132632,-0.15,-0.11,-0.05,-0.7,2.79,9.54,-40.2,31.75,182.7
1747588470.1892364,-0.18,-0.11,-0.13,1.62,4.56,10.39,-39.22,34.34,182.92
1747588470.2466686,-0.15,-0.07,-0.03,7.54,16.16,21.38,-37.97,38.72,183.43
1747588470.3080163,-0.11,-0.12,-0.06,-8.14,5.42,23.82,-39.38,40.04,183.96
1747588470.3660612,-0.06,-0.09,-0.03,-9.91,19.64,35.6,-41.87,41.11,184.92
1747588470.4230602,-0.01,-0.12,0.01,-20.72,1.76,29.25,-47.6,38.57,185.65
1747588470.4805462,-0.07,-0.08,0.01,4.0,28.19,38.89,-48.12,41.03,186.67
1747588470.541677,0.08,0.13,-0.09,-12.29,29.1,54.88,-40.02,36.49,188.25
1747588470.598591,3.4,-1.57,0.35,90.79,40.39,29.19,-33.98,29.12,188.26
1747588470.6611016,-0.25,1.55,-0.68,-62.89,-40.91,-249.44,-27.77,25.02,173.45
1747588470.7220685,-2.14,0.58,0.27,-35.06,-45.12,-82.93,-25.25,27.42,168.77
1747588470.7840123,-0.57,-0.46,-0.05,-20.59,5.66,-31.72,-27.4,30.22,167.16
1747588470.8403966,-0.2,-0.18,0.05,-30.6,-7.22,-10.91,-30.03,31.87,166.8
1747588470.9028997,-0.05,-0.34,0.02,-14.86,-0.75,-16.77,-35.66,29.85,166.25
1747588470.959557,-0.15,-0.17,0.15,5.22,-0.44,-10.55,-35.56,30.49,166.06
1747588471.0176444,-0.14,-0.22,0.04,7.24,-6.67,1.42,-37.31,30.51,166.49
1747588471.0734708,-0.08,-0.26,0.04,14.44,-2.27,-1.45,-39.94,29.38,166.73
1747588471.131709,-0.14,-0.13,0.01,2.11,-2.7,10.27,-40.24,31.3,167.46
1747588471.1899915,-0.16,-0.14,0.01,12.67,6.52,6.73,-39.87,33.68,167.91
1747588471.2467897,-0.17,-0.19,0.07,18.22,4.87,8.56,-39.8,34.91,168.4
1747588471.3047023,-0.21,-0.05,0.1,14.99,10.3,20.16,-36.64,38.47,169.41
1747588471.3613203,-0.01,-0.19,0.19,48.5,4.75,15.52,-35.16,35.67,170.04
1747588471.419216,-0.0,-0.04,0.1,10.11,-10.02,27.3,-33.4,32.09,171.29
1747588471.4804337,-0.01,-0.02,-0.12,24.75,-11.73,22.47,-29.81,28.87,172.09
1747588471.5376854,0.04,-0.02,-0.08,7.48,-28.09,28.76,-27.85,22.38,173.02
1747588471.5950825,0.03,-0.04,-0.22,4.19,-5.14,23.45,-25.86,19.12,173.51
1747588471.6524055,0.06,0.01,-0.02,22.56,-2.58,17.23,-21.21,10.43,173.5
1747588471.708906,0.06,-0.05,-0.09,7.42,-13.93,11.31,-21.11,5.03,173.15
1747588471.7669194,0.01,0.02,-0.04,-2.53,-4.47,11.55,-17.08,1.96,172.84
1747588471.823728,0.01,-0.01,-0.04,-2.1,-1.97,6.97,-16.82,-0.81,172.28
1747588471.8817236,0.01,0.01,-0.0,-0.03,-7.4,7.4,-9.59,-5.12,171.55
1747588471.9424129,0.07,-0.08,0.0,-1.49,-14.11,-1.15,-13.0,-10.27,170.39
1747588472.000799,0.09,-0.02,-0.15,4.37,-9.66,-0.72,-11.83,-13.67,169.32
1747588472.0615182,-0.0,-0.0,0.02,-2.89,-5.08,-3.77,-10.43,-13.36,168.18
1747588472.117798,0.03,-0.02,-0.0,5.04,3.22,-1.08,-11.86,-18.51,167.27
1747588472.1713371,0.05,0.0,-0.04,0.16,0.96,-0.6,-9.87,-22.95,166.47
1747588472.2297978,0.07,-0.04,-0.07,1.13,1.7,0.2,-10.7,-25.72,165.76
1747588472.2902,0.03,-0.01,-0.01,-0.15,0.05,0.14,-11.03,-30.54,165.09
1747588472.3478737,0.02,-0.0,-0.01,-0.15,0.11,-0.11,-10.47,-35.49,164.46
1747588472.4094307,0.03,-0.01,-0.01,0.16,-0.01,-0.29,-10.6,-40.4,163.91
1747588472.4674659,0.03,-0.0,-0.01,-0.03,-0.14,0.07,-9.92,-44.87,163.42
1747588472.5239708,0.03,-0.01,-0.01,0.04,-0.2,0.07,-9.98,-49.18,162.91
1747588472.5820682,0.03,-0.01,-0.0,-0.09,0.05,0.14,-10.18,-53.59,162.45
1747588472.642297,0.02,-0.0,-0.01,-0.03,-0.26,-0.05,-9.66,-57.32,161.9
1747588472.697818,0.03,-0.01,-0.0,0.1,0.23,-0.23,-9.73,-61.02,161.39
1747588472.7568574,0.03,-0.01,-0.01,-0.09,-0.01,0.07,-9.81,-64.07,160.93
1747588472.8145952,0.03,-0.01,-0.01,-0.21,0.11,0.14,-10.32,-66.6,160.57
1747588472.872246,0.03,-0.01,-0.0,0.1,-0.2,0.26,-10.38,-69.45,160.26
1747588472.9288864,0.03,-0.0,-0.01,-0.09,-0.14,0.07,-9.95,-71.5,159.99
1747588472.990425,0.03,-0.01,-0.01,-0.15,-0.14,-0.29,-9.75,-73.98,159.72
1747588473.0475392,0.03,-0.01,-0.01,-0.03,-0.14,0.2,-9.57,-75.01,159.53
1747588473.1050072,0.02,-0.01,-0.0,-0.21,0.11,0.01,-9.72,-76.89,159.35
1747588473.162457,0.03,-0.0,-0.0,-0.09,-0.14,0.14,-9.5,-78.92,159.21
1747588473.219718,0.03,-0.01,-0.01,-0.21,0.05,0.07,-9.19,-80.52,159.09
1747588473.2777486,0.03,-0.01,-0.01,0.1,0.05,0.01,-9.27,-81.75,158.96
1747588473.3385775,0.03,-0.01,-0.0,0.04,-0.01,0.2,-9.07,-83.66,158.86
1747588473.396141,0.03,-0.01,-0.01,-0.21,-0.01,-0.17,-8.98,-84.15,158.68
1747588473.4539392,0.03,-0.0,-0.01,0.04,0.05,-0.29,-8.65,-85.11,158.51
1747588473.5103989,0.03,-0.01,-0.01,0.04,0.05,0.01,-8.98,-84.75,158.38
1747588473.5724266,0.03,-0.0,-0.0,-0.09,-0.07,0.01,-8.48,-86.23,158.36
1747588473.6336029,0.03,-0.0,-0.01,0.04,-0.14,0.14,-8.01,-86.79,158.36
1747588473.6867797,0.03,-0.01,-0.01,0.04,-0.14,-0.05,-9.39,-86.2,158.41
1747588473.7481742,0.03,-0.01,-0.0,-0.15,-0.07,0.01,-9.77,-86.55,158.48
1747588473.806514,0.03,-0.01,-0.0,-0.09,-0.01,0.14,-10.08,-86.95,158.41
1747588473.8640428,0.03,-0.01,-0.0,0.1,0.05,-0.05,-10.16,-87.5,158.34
